ticker,year,address,city,coname,cusip,exchange,gvkey,inddesc,naics,naicsdesc,sic,sicdesc,spcode,spindex,state,sub_tele,tele,zip,execid,exec_fname,exec_fullname,exec_lname,exec_mname,gender,nameprefix,page,becameceo,co_per_rol,execrank,joined_co,leftco,leftofc,pceo,pcfo,reason,rejoin,releft,title,age,allothpd,allothtot,bonus,ceoann,cfoann,chg_ctrl_pymt,comment,defer_balance_tot,defer_contrib_co_tot,defer_contrib_exec_tot,defer_earnings_tot,defer_rpt_as_comp_tot,defer_withdr_tot,eip_unearn_num,eip_unearn_val,execdir,execrankann,interlock,ltip,noneq_incent,old_datafmt_flag,option_awards,option_awards_blk_value,option_awards_fv,option_awards_num,option_awards_rpt_value,opt_exer_num,opt_exer_val,opt_unex_exer_est_val,opt_unex_exer_num,opt_unex_unexer_est_val,opt_unex_unexer_num,othann,othcomp,pension_chg,pension_pymts_tot,pension_value_tot,reprice,ret_yrs,rstkgrnt,rstkvyrs,salary,sal_pct,shrown_excl_opts,shrown_excl_opts_pct,shrown_tot,shrown_tot_pct,shrs_vest_num,shrs_vest_val,stock_awards,stock_awards_fv,stock_unvest_num,stock_unvest_val,tdc1,tdc1_pct,tdc2,tdc2_pct,term_pymt,titleann,total_alt1,total_alt1_pct,total_alt2,total_alt2_pct,total_curr,total_curr_pct,total_sec,total_sec_pct
AAPL,2018,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,55784,Katherine,Katherine L. Adams,Adams,L.,FEMALE,Ms.,60,,60877,2,,,,,,,,,"Senior VP, General Counsel & Secretary",54,,,0,,,0,,0,0,0,0,0,0,57.482,12975.987,0,,0,,4000,0,0,,0,0,,0,0,0,0,0,0,,306.28,0,0,0,0,,,,884.615,,15.516,0,15.516,0,14.371,2719.281,21509.765,21509.765,43.111,9731.877,26700.66,,26700.66,,0,,26700.66,,7910.176,,884.615,,26700.66,
AAPL,2019,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,55784,Katherine,Katherine L. Adams,Adams,L.,FEMALE,Ms.,60,,60877,,,,,,,,,,"Senior VP, General Counsel & Secretary",55,,,0,,,0,,0,0,0,0,0,0,101.781,22271.718,0,,0,,2557,0,0,,0,0,,0,0,0,0,0,0,,41.384,0,0,0,0,,,,1000,13.044,22.639,0.001,22.639,0.001,14.371,2803.064,21633.416,21633.416,73.039,15982.394,25231.8,-5.501,25231.8,-5.501,0,,25231.8,-5.501,6401.448,-19.073,1000,13.044,25231.8,-5.501
AAPL,2020,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,55784,Katherine,Katherine L. Adams,Adams,L.,FEMALE,Ms.,60,,60877,,,,,,,,,,"Senior VP, General Counsel & Secretary",56,,,0,,,0,,798.636,0,767.1,31.536,0,0,589.924,66236.667,0,3,0,,3577,0,0,,0,0,,0,0,0,0,0,0,,14.31,0,0,0,0,,,,1000,0,333.352,0.002,333.352,0.002,57.48,3884.642,21657.687,21657.687,417.476,46874.205,26248.997,4.031,26248.997,4.031,0,"Senior VP, General Counsel & Secretary",26248.997,4.031,8475.952,32.407,1000,0,26248.997,4.031
AAPL,2021,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,55784,Katherine,Katherine L. Adams,Adams,L.,FEMALE,Ms.,60,,60877,,,,,,,,,,"Senior VP, General Counsel & Secretary",57,,,0,,,0,,1599.237,0,536.55,264.051,0,0,449.06,65975.895,0,3,0,,4000,0,0,,0,0,,0,0,0,0,0,0,,14.533,0,0,0,0,,,,1000,0,447.993,0.003,447.993,0.003,576.404,69023.864,21959.62,21959.62,389.992,57297.625,26974.153,2.763,26974.153,2.763,0,"Senior VP, General Counsel & Secretary",26974.153,2.763,74038.397,773.511,1000,0,26974.153,2.763
AAPL,2015,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,11717,Timothy,Timothy D. Cook,Cook,D.,MALE,Mr.,63,08/24/2011,15741,,02/01/1998,,,CEO,,,,,CEO & Director,54,,,0,CEO,,0,,0,0,0,0,0,0,1680,192712.8,1,1,0,,8000,0,0,,0,0,,0,0,0,0,0,0,,281.327,0,0,0,0,,,,2000,14.386,1039.598,0.019,1039.598,0.019,560,57747.2,0,0,3080,353306.8,10281.327,11.479,10281.327,11.479,0,Chief Executive Officer and Director,10281.327,11.479,68028.527,-55.912,2000,14.386,10281.327,11.479
AAPL,2016,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,11717,Timothy,Timothy D. Cook,Cook,D.,MALE,Mr.,63,08/24/2011,15741,,02/01/1998,,,CEO,,,,,CEO & Director,55,,,0,CEO,,0,,0,0,0,0,0,0,1400,157794,1,1,0,,5370,0,0,,0,0,,0,0,0,0,0,0,,377.719,0,0,0,0,,,,3000,50,1039.809,0.02,1039.809,0.02,1260,136117.8,0,0,2100,236691,8747.719,-14.916,8747.719,-14.916,0,Chief Executive Officer and Director,8747.719,-14.916,144865.519,112.948,3000,50,8747.719,-14.916
AAPL,2017,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,11717,Timothy,Timothy D. Cook,Cook,D.,MALE,Mr.,63,08/24/2011,15741,,02/01/1998,,,CEO,,,,,CEO & Director,56,,,0,CEO,,0,,0,0,0,0,0,0,1120,172614.4,1,1,0,,9327,0,0,,0,0,,0,0,0,0,0,0,,440.374,0,0,0,0,,,,3057.692,1.923,901.474,0.019,901.474,0.019,0,0,0,0,1820,280498.4,12825.066,46.61,12825.066,46.61,0,CEO & Director,12825.066,46.61,12825.066,-91.147,3057.692,1.923,12825.066,46.61
AAPL,2018,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,11717,Timothy,Timothy D. Cook,Cook,D.,MALE,Mr.,63,08/24/2011,15741,,02/01/1998,,,CEO,,,,,CEO & Director,57,,,0,CEO,,0,,0,0,0,0,0,0,840,189621.6,1,1,0,,12000,0,0,,0,0,,0,0,0,0,0,0,,682.219,0,0,0,0,,,,3000,-1.887,878.425,0.019,878.425,0.019,0,0,0,0,1540,347639.6,15682.219,22.278,15682.219,22.278,0,CEO & Director,15682.219,22.278,15682.219,22.278,3000,-1.887,15682.219,22.278
AAPL,2019,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,11717,Timothy,Timothy D. Cook,Cook,D.,MALE,Mr.,63,08/24/2011,15741,,02/01/1998,,,CEO,,,,,CEO & Director,58,,,0,CEO,,0,,0,0,0,0,0,0,560,122539.2,1,1,0,,7671,0,0,,0,0,,0,0,0,0,0,0,,884.466,0,0,0,0,,,,3000,0,847.969,0.019,847.969,0.019,0,0,0,0,1260,275713.2,11555.466,-26.315,11555.466,-26.315,0,CEO & Director,11555.466,-26.315,11555.466,-26.315,3000,0,11555.466,-26.315
AAPL,2020,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,11717,Timothy,Timothy D. Cook,Cook,D.,MALE,Mr.,63,08/24/2011,15741,,02/01/1998,,,CEO,,,,,CEO & Director,59,,,0,CEO,,0,,0,0,0,0,0,0,1120,125753.6,1,1,0,,10731,0,0,,0,0,,0,0,0,0,0,0,,1038.259,0,0,0,0,,,,3000,0,3349.496,0.02,3349.496,0.02,0,0,0,0,3920,440137.6,14769.259,27.812,14769.259,27.812,0,CEO & Director,14769.259,27.812,14769.259,27.812,3000,0,14769.259,27.812
AAPL,2018,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,24613,Angela,Angela J. Ahrendts,Ahrendts,J.,FEMALE,Ms.,64,,49822,,,,,,,,,,Senior Vice President of Retail,58,,,0,,,0,,0,0,0,0,0,0,194.803,43974.829,0,4,0,,4000,0,0,,0,0,,0,0,0,0,0,0,,46.942,0,0,0,0,,,,1000,-1.887,66.344,0.001,66.344,0.001,215.688,36255.178,21491.888,21491.888,261.881,59117.017,26538.83,9.592,26538.83,9.592,0,Senior Vice President of Retail,26538.83,9.592,41302.12,13.013,1000,-1.887,26538.83,9.592
AAPL,2019,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,24613,Angela,Angela J. Ahrendts,Ahrendts,J.,FEMALE,Ms.,64,,49822,,,,,,,,,,Senior Vice President of Retail,59,,,0,,,0,,0,0,0,0,0,0,0,0,0,5,0,,0,0,0,,0,0,,0,0,0,0,0,0,,14.465,0,0,0,0,,,,630.361,-36.964,30.848,0.001,30.848,0.001,235.928,51715.96,21633.416,21633.416,0,0,22278.242,-16.054,22278.242,-16.054,0,Senior Vice President of Retail,22278.242,-16.054,52360.786,26.775,630.361,-36.964,22278.242,-16.054
AAPL,2015,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,42705,Luca,Luca Maestri,Maestri,,MALE,Mr.,61,,49823,,,,,,CFO,,,,CFO & Senior VP,52,,,0,,CFO,0,,0,0,0,0,0,0,84.284,9668.218,0,4,0,,4000,0,0,,0,0,,0,0,0,0,0,0,,337.872,0,0,0,0,,,,1000,39.429,0.21,0,0.21,0,91.776,11076.681,20000.105,20000.105,314.29,36052.206,25337.977,80.949,25337.977,80.949,0,Chief Financial Officer and Senior Vice President,25337.977,80.949,16414.553,74.687,1000,39.429,25337.977,80.949
AAPL,2016,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,42705,Luca,Luca Maestri,Maestri,,MALE,Mr.,61,,49823,,,,,,CFO,,,,CFO & Senior VP,53,,,0,,CFO,0,,0,0,0,0,0,0,141.589,15958.496,0,4,0,,1790,0,0,,0,0,,0,0,0,0,0,0,,13.486,0,0,0,0,,,,1000,0,4.432,0,4.432,0,117.243,13114.923,20000.083,20000.083,321.288,36212.371,22803.569,-10.002,22803.569,-10.002,0,Chief Financial Officer and Senior Vice President,22803.569,-10.002,15918.409,-3.023,1000,0,22803.569,-10.002
AAPL,2017,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,42705,Luca,Luca Maestri,Maestri,,MALE,Mr.,61,,49823,,,,,,CFO,,,,CFO & Senior VP,54,,,0,,CFO,0,,0,0,0,0,0,0,198.494,30591.895,0,3,0,,3109,0,0,,0,0,,0,0,0,0,0,0,,13.271,0,0,0,0,,,,1019.231,1.923,63.208,0.001,63.208,0.001,119.643,17224.661,20000.113,20000.113,297.352,45827.891,24141.615,5.868,24141.615,5.868,0,Senior VP & CFO,24141.615,5.868,21366.163,34.223,1019.231,1.923,24141.615,5.868
AAPL,2018,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,42705,Luca,Luca Maestri,Maestri,,MALE,Mr.,61,,49823,,,,,,CFO,,,,CFO & Senior VP,55,,,0,,CFO,0,,0,0,0,0,0,0,194.803,43974.829,0,3,0,,4000,0,0,,0,0,,0,0,0,0,0,0,,17.804,0,0,0,0,,,,1000,-1.887,27.324,0.001,27.324,0.001,224.664,37582.164,21491.888,21491.888,261.881,59117.017,26509.692,9.809,26509.692,9.809,0,Senior VP & CFO,26509.692,9.809,42599.968,99.381,1000,-1.887,26509.692,9.809
AAPL,2019,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,42705,Luca,Luca Maestri,Maestri,,MALE,Mr.,61,,49823,,,,,,CFO,,,,CFO & Senior VP,56,,,0,,CFO,0,,0,0,0,0,0,0,173.838,38039.231,0,3,0,,2557,0,0,,0,0,,0,0,0,0,0,0,,19.221,0,0,0,0,,,,1000,0,27.448,0.001,27.448,0.001,235.928,51715.96,21633.416,21633.416,200.78,43934.68,25209.637,-4.904,25209.637,-4.904,0,Senior VP & CFO,25209.637,-4.904,55292.181,29.794,1000,0,25209.637,-4.904
AAPL,2020,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,42705,Luca,Luca Maestri,Maestri,,MALE,Mr.,61,,49823,,,,,,CFO,,,,CFO & Senior VP,57,,,0,,CFO,0,,0,0,0,0,0,0,619.536,69561.502,0,4,0,,3577,0,0,,0,0,,0,0,0,0,0,0,,18.583,0,0,0,0,,,,1000,0,110.272,0.001,110.272,0.001,859.944,51587.355,21657.687,21657.687,643.208,72219.394,26253.27,4.14,26253.27,4.14,0,CFO & Senior VP,26253.27,4.14,56182.938,1.611,1000,0,26253.27,4.14
AAPL,2023,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,55784,Katherine,Katherine L. Adams,Adams,L.,FEMALE,Ms.,60,,60877,,,,,,,,,,"Senior VP, General Counsel & Secretary",59,,,0,,,0,,7095.419,0,2400,492.257,0,0,223.606,38283.583,0,3,0,,3571.15,0,0,,0,0,,0,0,0,0,0,0,,46.914,0,0,0,0,,,,1000,0,293.266,0.002,293.266,0.002,515.284,76609.76,22323.641,22323.641,254.85,43632.869,26941.705,-0.757,26941.705,-0.757,0,"Senior VP, General Counsel & Secretary",26941.705,-0.757,81227.824,4.635,1000,0,26941.705,-0.757
AAPL,2019,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,57466,Deirdre,Deirdre OBrien,OBrien,,FEMALE,Ms.,57,,62858,5,,,,,,,,,Senior Vice President of Retail,52,,,0,,,0,,0,0,0,0,0,0,23.922,5234.612,0,4,0,,1795,0,0,,0,0,,0,0,0,0,0,0,,17.753,0,0,0,0,,,,877.5,,33.852,0.001,33.852,0.001,50.61,10872.477,16469.527,16469.527,108.915,23832.78,19159.78,,19159.78,,0,Vice President of People,19159.78,,13562.73,,877.5,,19159.78,
AAPL,2020,One Apple Park Way,Cupertino,APPLE INC,03783310,NAS,001690,"Technology Hardware, Storage & Peripherals",334220,Radio and Television Broadcasting and Wireless Com,3663,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIO,SP,4520,CA,,(408) 996-1010,95014,57466,Deirdre,Deirdre OBrien,OBrien,,FEMALE,Ms.,57,,62858,,,,,,,,,,Senior Vice President of Retail,53,,,0,,,0,,0,0,0,0,0,0,278.488,31268.633,0,5,0,,3577,0,0,,0,0,,0,0,0,0,0,0,,37.684,0,0,0,0,,,,1000,13.96,135.888,0.001,135.888,0.001,162.404,10673.128,21657.687,21657.687,456.056,51205.968,26272.371,37.123,26272.371,37.123,0,Senior Vice President of People & Retail,26272.371,37.123,15287.812,12.719,1000,13.96,26272.371,37.123
